,root,virality,volume
985,"['1008367937785384960', '1008370095264010241']",4.0,2
986,"['1008364483260047360', '1008369514977771520']",1.0,1
987,"['1008361975821238273', '1008365214029500416']",9.0,3
988,"['1008364176375533569', '1008369535060271105']",1.0,1
989,"['1008363664422920192', '1008369977404133377']",1.0,1
990,"['1008370464538923008', '1008372318102609923']",4.0,2
991,"['1008369575027793921', '1008372329955590146']",1.0,1
992,"['1008359607629205504', '1008370472327827456']",1.0,1
993,"['1008369246768975873', '1008369416592023554']",25.0,5
994,"['1008370735612596224', '1008371583776428032']",9.0,3
995,"['1008365202268704769', '1008371610137645056']",4.0,2
996,"['1008368497796116482', '1008369651313623040']",1.0,1
997,"['1008370092768235520', '1008370350835396608']",1.0,1
998,"['1008365967108427778', '1008370360805359616']",1.0,1
999,"['1008369246768975873', '1008369416592023554']",25.0,5
1000,"['1008370215065878528', '1008371043571044353']",1.0,1
1001,"['1008369062781435904', '1008371049124151298']",1.0,1
1002,"['1008369718472962049', '1008371050579718144']",4.0,2
1003,"['1008370968455188480', '1008371247581933569']",1.0,1
1004,"['1008370006462291979', '1008370820866068480']",1.0,1
1005,"['1008370464538923008', '1008372318102609923']",4.0,2
1006,"['1008372519408230405', '1008372858693865473']",1.0,1
1007,"['1008369063112904704', '1008370585875906560']",35.0,23
1008,"['1008360736228302848', '1008373542482776065']",1.0,1
1009,"['1008372970765602816', '1008373672879493123']",1.0,1
1010,"['1008370095180144640', '1008371348853411840']",1.0,1
1011,"['1008369908999213056', '1008371362354917376']",20.0,9
1012,"['1008371196487000064', '1008371371515228160']",1.0,1
1013,"['1008370237983555585', '1008371381355106304']",1.0,1
1014,"['1008373686502600704', '1008374582368063490']",1.0,1
1015,"['1008365206794395649', '1008374586835169280']",1.0,1
1016,"['1008371602852057088', '1008372209449041920']",9.0,3
1017,"['1008370410700886016', '1008372214436126720']",1.0,1
1018,"['1008371980582744064', '1008372218382962688']",1.0,1
1019,"['1008370537603747841', '1008374163134926850']",1.0,1
1020,"['1008373765716115457', '1008374175923179520']",1.0,1
1021,"['1008358115799109632', '1008358848900616192']",25.0,5
1022,"['1008364648469426176', '1008371140509646850']",10.0,4
1023,"['1008368693057814529', '1008368979168124934']",4.0,2
1024,"['1008370515298455552', '1008371154636165125']",1.0,1
1025,"['1008370824640978944', '1008371154455875585']",1.0,1
1026,"['1008371529061629952', '1008371940405411840']",1.0,1
1027,"['1008371483977056256', '1008371972038852614']",1.0,1
1028,"['1008366623575638019', '1008371976417759232']",25.0,5
1029,"['1008370428975505408', '1008370916697526273']",1.0,1
1030,"['1008370660261974018', '1008370931843194880']",1.0,1
1031,"['1008371041092194305', '1008373256875921408']",1.0,1
1032,"['1008369707005640704', '1008372092390256641']",1.0,1
1033,"['1008357817185521666', '1008372108081020928']",4.0,2
1034,"['1008360285252521984', '1008373953562324994']",1.0,1
1035,"['1008373317571633152', '1008373954346700801']",1.0,1
1036,"['1008373493250056194', '1008373770279686144']",4.0,2
1037,"['1008367493113630720', '1008372942294671360']",1.0,1
1038,"['1008364749422198784', '1008369853508542465']",1.0,1
1039,"['1008366623575638019', '1008371976417759232']",25.0,5
1040,"['1008369489426239488', '1008369864086441984']",1.0,1
1041,"['1008369461898956801', '1008369877239902208']",10.0,4
1042,"['1008369520308838401', '1008369878431162369']",1.0,1
1043,"['1008367096164749312', '1008369877332131847']",1.0,1
1044,"['1008373429190516737', '1008374980705505280']",1.0,1
1045,"['1008372355360608261', '1008374997465927691']",1.0,1
1046,"['1008363333567819776', '1008375280208109568']",1.0,1
1047,"['1008374060257030145', '1008375297308348417']",1.0,1
1048,"['1008374075134267393', '1008374662026485762']",1.0,1
1049,"['1008372643547041793', '1008374661971922947']",1.0,1
1050,"['1008374310661128192', '1008374687871700992']",1.0,1
1051,"['1008364848231657472', '1008374368425140224']",1.0,1
1052,"['1008364325902409728', '1008375787307851776']",1.0,1
1053,"['1008375161324691457', '1008375379139047425']",4.0,2
1054,"['1008363715098378241', '1008376512045707265']",1.0,1
1055,"['1008369493578539010', '1008375982347247616']",1.0,1
1056,"['1008375152009269248', '1008375986516299778']",4.0,2
1057,"['1008375468653981696', '1008375996834336770']",1.0,1
1058,"['1008371863138062336', '1008375589881999362']",1.0,1
1059,"['1008370818852753410', '1008374871016067072']",1.0,1
1060,"['1008375483808079872', '1008375878265589762']",56.0,65
1061,"['1008375283517292544', '1008375899346100224']",364.0,82500
1062,"['1008374242738569218', '1008375203062312960']",1.0,1
1063,"['1008372280500674560', '1008377308930076672']",1.0,1
1064,"['1008375369899048963', '1008376684771332098']",1.0,1
1065,"['1008375495300272130', '1008376692577054722']",1.0,1
1066,"['1008375585415090176', '1008376793362063361']",1.0,1
1067,"['1008374683752960001', '1008376084419764226']",1.0,1
1068,"['1008371668513943558', '1008377606876606464']",1.0,1
1069,"['1008375609700110336', '1008377627588034565']",70.0,8
1070,"['1008374642095075328', '1008375095029649410']",9.0,3
1071,"['1008375446730309633', '1008376585777500161']",1.0,1
1072,"['1008367213278105600', '1008376592844943361']",1.0,1
1073,"['1008375622471540736', '1008376915395252224']",1.0,1
1074,"['1008376037657505792', '1008377804000460800']",4.0,2
1075,"['1008377221294313478', '1008377824217092097']",1.0,1
1076,"['1008372039307153408', '1008377502388060161']",1.0,1
1077,"['1008376197728747520', '1008377929162772481']",9.0,3
1078,"['1008374342005215237', '1008375492116959232']",1.0,1
1079,"['1008375508244094977', '1008378303764451328']",10.0,3
1080,"['1008377421027004416', '1008378315072266240']",49.0,7
1081,"['1008374474314375170', '1008378021890232321']",1.0,1
1082,"['1008376867957739521', '1008377392665190400']",1.0,1
1083,"['1008367976939163648', '1008377702196436992']",1.0,1
1084,"['1008376693059354625', '1008378218221588480']",1.0,1
1085,"['1008377421027004416', '1008378315072266240']",49.0,7
1086,"['1008375293118205952', '1008378513576120320']",1.0,1
1087,"['1008376444534296576', '1008378537928282112']",1.0,1
1088,"['1008377324801179649', '1008378432491786240']",1.0,1
1089,"['1008378462485303297', '1008379021112020992']",1.0,1
1090,"['1008377421027004416', '1008378315072266240']",49.0,7
1091,"['1008377355562254336', '1008379137021448192']",1.0,1
1092,"['1008364934688858117', '1008379213626343425']",1.0,1
1093,"['1008374221032976385', '1008379230046973954']",1.0,1
1094,"['1008374293720379392', '1008379235247898624']",1.0,1
1095,"['1008369246768975873', '1008369416592023554']",25.0,5
1096,"['1008357131882516480', '1008371509415428096']",1.0,1
1097,"['1008370275820425216', '1008371513530175488']",1.0,1
1098,"['1008368079028539393', '1008369202736971777']",1.0,1
1099,"['1008371924798406656', '1008373202576396288']",1.0,1
1100,"['1008361442943389696', '1008373072330739713']",1.0,1
1101,"['1008362328277078016', '1008373076273319937']",1.0,1
1102,"['1008372179208232960', '1008373077045137409']",1.0,1
1103,"['1008363966500933632', '1008373081012948993']",4.0,2
1104,"['1008366462736756736', '1008367528278659072']",4.0,2
1105,"['1008363523582373891', '1008370292954206214']",4.0,2
1106,"['1008369327932727297', '1008370293897768960']",1.0,1
1107,"['1008363585192460290', '1008370295734972417']",10.0,4
1108,"['1008369944994562048', '1008370301594456067']",1.0,1
1109,"['1008369806473605121', '1008372669555838977']",1.0,1
1110,"['1008371127482179584', '1008371860646457345']",1.0,1
1111,"['1008371293362810880', '1008371869563617285']",1.0,1
1112,"['1008371283841765376', '1008371893894828034']",1.0,1
1113,"['1008367545408278529', '1008372590396760064']",4.0,2
1114,"['1008372423387963392', '1008372594364514306']",1.0,1
1115,"['1008372394216607746', '1008373378275737600']",1.0,1
1116,"['1008360312133697536', '1008362060059762688']",4.0,2
1117,"['1008369939701477377', '1008371082192187392']",4.0,2
1118,"['1008364692207628288', '1008369783547486209']",1.0,1
1119,"['1008372456896294913', '1008372769875259392']",1.0,1
1120,"['1008364927084650496', '1008373681339490306']",10.0,4
1121,"['1008371170322853894', '1008373692177571847']",1.0,1
1122,"['1008371983149658123', '1008372389896388608']",1.0,1
1123,"['1008366348693594112', '1008371650159620097']",9.0,3
1124,"['1008370735612596224', '1008371583776428032']",9.0,3
1125,"['1008363753400950784', '1008373584228691968']",1.0,1
1126,"['1008371209862565888', '1008371752941117442']",4.0,2
1127,"['1008370786795642880', '1008374011821113344']",1.0,1
1128,"['1008373827062157317', '1008374615033466881']",20.0,9
1129,"['1008368545401659392', '1008369307036868608']",1.0,1
1130,"['1008370735612596224', '1008371583776428032']",9.0,3
1131,"['1008360074891419649', '1008365543274045441']",100.0,10
1132,"['1008364649987878912', '1008365812858736640']",4.0,2
1133,"['1008366406042312707', '1008370137991434242']",1.0,1
1134,"['1008369731081039872', '1008370142416433152']",1.0,1
1135,"['1008365910942519296', '1008372260447678464']",20.0,9
1136,"['1008372066213662721', '1008372273340977153']",1.0,1
1137,"['1008369878577934336', '1008370008085409793']",1.0,1
1138,"['1008362740958859265', '1008370011692400641']",1.0,1
1139,"['1008368679673741312', '1008370017522606080']",1.0,1
1140,"['1008362433721688064', '1008370526509780993']",1.0,1
1141,"['1008370110904590336', '1008370619602399232']",1.0,1
1142,"['1008369624688324609', '1008370636174045184']",1.0,1
1143,"['1008373798876348416', '1008374192633516033']",1.0,1
1144,"['1008371820658077696', '1008374209838567424']",1.0,1
1145,"['1008372244408610816', '1008373483422744586']",1.0,1
1146,"['1008371705226715136', '1008373484710498305']",1.0,1
1147,"['1008368143302086657', '1008370742222839808']",1.0,1
1148,"['1008369246768975873', '1008369416592023554']",25.0,5
1149,"['1008368868098748417', '1008370412290478080']",1.0,1
1150,"['1008371209862565888', '1008371752941117442']",4.0,2
1151,"['1008369517234393090', '1008371387474632704']",1.0,1
1152,"['1008368679745212417', '1008371417182818305']",1.0,1
1153,"['1008370714561400833', '1008372875009675264']",4.0,2
1154,"['1008369585014362112', '1008372971356946432']",1.0,1
1155,"['1008372258933387264', '1008372967439360000']",1.0,1
1156,"['1008369627418845184', '1008372987387613184']",10.0,4
1157,"['1008371993673072641', '1008372997269409792']",1.0,1
1158,"['1008369159091179522', '1008370983110094849']",1.0,1
1159,"['1008369427212132353', '1008369677821775872']",1.0,1
1160,"['1008368199899996160', '1008369690085855232']",1.0,1
1161,"['1008367545408278529', '1008372590396760064']",4.0,2
1162,"['1008370479940263936', '1008371271447597058']",4.0,2
1163,"['1008369402948005890', '1008371274350055429']",1.0,1
1164,"['1008369743965892608', '1008371294675456000']",1.0,1
1165,"['1008370271445798912', '1008370848988876800']",4.0,2
1166,"['1008369346765209600', '1008370849567698944']",1.0,1
1167,"['1008370271445798912', '1008370848988876800']",4.0,2
1168,"['1008370182727897088', '1008370867750035456']",1.0,1
1169,"['1008368358117519360', '1008369892708343810']",1.0,1
1170,"['1008369101268451329', '1008369893501173762']",1.0,1
1171,"['1008367352952614912', '1008368405068513280']",4.0,2
1172,"['1008365574777376771', '1008369910941175808']",1.0,1
1173,"['1008357817185521666', '1008372108081020928']",4.0,2
1174,"['1008373444910698496', '1008373777129005056']",1.0,1
1175,"['1008371554160447488', '1008372121943314436']",1.0,1
1176,"['1008375977490214917', '1008377045431222272']",1.0,1
1177,"['1008374562508156929', '1008375609410670592']",1.0,1
1178,"['1008373791465107461', '1008375623830720513']",1.0,1
1179,"['1008368983148580864', '1008371984378540033']",1.0,1
1180,"['1008374019740061696', '1008375015790739456']",20.0,9
1181,"['1008373546362462208', '1008375026913968128']",1.0,1
1182,"['1008366933077626880', '1008375032198914050']",4.0,2
1183,"['1008372144500289536', '1008374104314048512']",1.0,1
1184,"['1008369547542450177', '1008375815594303488']",1.0,1
1185,"['1008370752859594752', '1008375838281289728']",4.0,2
1186,"['1008373800759648257', '1008375210083606529']",1.0,1
1187,"['1008373353130930177', '1008375211199254530']",1.0,1
1188,"['1008374070210154496', '1008375222528028672']",64.0,8
1189,"['1008359863213330432', '1008375224981737472']",1.0,1
1190,"['1008370479940263936', '1008371271447597058']",4.0,2
1191,"['1008371874693373952', '1008374695132090371']",1.0,1
1192,"['1008360367817461760', '1008377340819173376']",1.0,1
1193,"['1008374689100595201', '1008375718789697537']",4.0,2
1194,"['1008374858508533760', '1008375417101840386']",1.0,1
1195,"['1008373618026434560', '1008375417609379840']",620.0,290531
1196,"['1008370752859594752', '1008375838281289728']",4.0,2
1197,"['1008373362379411456', '1008373907760517120']",1.0,1
1198,"['1008374317082664960', '1008374903853211650']",1.0,1
1199,"['1008373794279383040', '1008374929840959489']",1.0,1
1200,"['1008375836624523265', '1008376620711907330']",1.0,1
1201,"['1008371602852057088', '1008372209449041920']",9.0,3
1202,"['1008375609700110336', '1008377627588034565']",70.0,8
1203,"['1008375609700110336', '1008377627588034565']",70.0,8
1204,"['1008370966555217920', '1008376646309744642']",1.0,1
1205,"['1008372841367199746', '1008377231276740610']",1.0,1
1206,"['1008375152009269248', '1008375986516299778']",4.0,2
1207,"['1008373244129230849', '1008376943564197888']",1.0,1
1208,"['1008365449371930624', '1008377538538811392']",4.0,2
1209,"['1008376433079652353', '1008377551507607555']",1.0,1
1210,"['1008376671299407873', '1008377632029839366']",1.0,1
1211,"['1008375453864923136', '1008377641169285120']",4.0,2
1212,"['1008375937057153024', '1008376520723910657']",1.0,1
1213,"['1008373252580888576', '1008378147841171457']",1.0,1
1214,"['1008374070210154496', '1008375222528028672']",64.0,8
1215,"['1008375521472851971', '1008377431252709382']",4.0,2
1216,"['1008376197728747520', '1008377929162772481']",9.0,3
1217,"['1008373483460415488', '1008377447920922624']",1.0,1
1218,"['1008376278242807809', '1008377124745568256']",1.0,1
1219,"['1008375613713891330', '1008377837793914880']",1.0,1
1220,"['1008374070210154496', '1008375222528028672']",64.0,8
1221,"['1008358919629148160', '1008375517370834944']",1.0,1
1222,"['1008373907605385217', '1008375525847519233']",1.0,1
1223,"['1008377421027004416', '1008378315072266240']",49.0,7
1224,"['1008376505527922693', '1008377937547157510']",1.0,1
1225,"['1008369665339461633', '1008378760729677825']",1.0,1
1226,"['1008374763717316611', '1008376420203155456']",1.0,1
1227,"['1008375546865168384', '1008376443024396288']",9.0,3
1228,"['1008375161324691457', '1008375379139047425']",4.0,2
1229,"['1008377961790222336', '1008378965566910466']",1.0,1
1230,"['1008366896255787008', '1008379050170208258']",20.0,9
1231,"['1008377945843552256', '1008378543082999809']",1.0,1
1232,"['1008378111224958976', '1008378564079767553']",35.0,23
1233,"['1008357785023598593', '1008378566923440128']",1.0,1
1234,"['1008377421027004416', '1008378315072266240']",49.0,7
1235,"['1008373571008294912', '1008378848927518721']",1.0,1
1236,"['1008377623574188034', '1008378854203887616']",25.0,5
1237,"['1008375609700110336', '1008377627588034565']",70.0,8
1238,"['1008376865302700034', '1008377733037031424']",1.0,1
1239,"['1008377326483079168', '1008377749210198016']",10.0,4
1240,"['1008368441349361664', '1008377757921931265']",1.0,1
1241,"['1008369978943393792', '1008371560493862912']",1.0,1
1242,"['1008369070972940288', '1008371576092352515']",1.0,1
1243,"['1008378316691296259', '1008379147704520704']",1.0,1
1244,"['1008376131257544704', '1008379175495925760']",1.0,1
1245,"['1008378252585562113', '1008379254604787712']",1.0,1
1246,"['1008378204233531392', '1008379255858884610']",4.0,2
1247,"['1008366848482693121', '1008379259671498752']",1.0,1
1248,"['1008374689100595201', '1008375718789697537']",4.0,2
1249,"['1008369743571517446', '1008373134846656513']",1.0,1
1250,"['1008364359196839936', '1008371918586642432']",1.0,1
1251,"['1008371517686800384', '1008371922583908353']",4.0,2
1252,"['1008371353559298050', '1008371923766505472']",1.0,1
1253,"['1008371065318510592', '1008371933933600768']",1.0,1
1254,"['1008368920800219136', '1008369241567920128']",1.0,1
1255,"['1008375948448710657', '1008378266070257665']",1.0,1
1256,"['1008367408652963841', '1008373219378810881']",1.0,1
1257,"['1008370595388682242', '1008371095966224384']",1.0,1
1258,"['1008368985161728001', '1008371095928557568']",1.0,1
1259,"['1008371373943619585', '1008371781856456704']",1.0,1
1260,"['1008371484400783360', '1008371812915466245']",1.0,1
1261,"['1008372506191941632', '1008372699377397760']",1.0,1
1262,"['1008370884795682817', '1008372703047356417']",1.0,1
1263,"['1008370919008620544', '1008372706889424898']",1.0,1
1264,"['1008370804877348864', '1008372711003971584']",1.0,1
1265,"['1008367269888577538', '1008372283541524480']",1.0,1
1266,"['1008372160262561792', '1008372302134890496']",1.0,1
1267,"['1008370778331602946', '1008372303544094722']",1.0,1
1268,"['1008370608579776513', '1008373327893880832']",1.0,1
1269,"['1008369582288134145', '1008369810898653185']",20.0,9
1270,"['1008368666109448192', '1008369810927947776']",1.0,1
1271,"['1008369148777451521', '1008369834294497282']",1.0,1
1272,"['1008371052848799745', '1008371658288238593']",1.0,1
1273,"['1008361242736644097', '1008371673287020544']",1.0,1
1274,"['1008371517686800384', '1008371922583908353']",4.0,2
1275,"['1008363110925848577', '1008372501293031424']",1.0,1
1276,"['1008372230651301891', '1008372526685224960']",1.0,1
1277,"['1008370861362110470', '1008372530846019590']",1.0,1
1278,"['1008372203639828480', '1008372601985495040']",1.0,1
1279,"['1008368047554351105', '1008372627315060736']",1.0,1
1280,"['1008371844565667842', '1008372630993457154']",1.0,1
1281,"['1008373320260182017', '1008373625777479680']",1.0,1
1282,"['1008366484404555776', '1008373642466603008']",1.0,1
1283,"['1008373445690843141', '1008373735118790657']",1.0,1
1284,"['1008369723027939328', '1008373734393155584']",1.0,1
1285,"['1008363764750733312', '1008372803417137152']",9.0,3
1286,"['1008368111706345473', '1008369599904174080']",1.0,1
1287,"['1008364326758076416', '1008369603754545152']",1.0,1
1288,"['1008364221208387584', '1008373533725151239']",1.0,1
1289,"['1008369364905574401', '1008370052771430400']",1.0,1
1290,"['1008364131114766336', '1008367393993887744']",10.0,3
1291,"['1008370863081709568', '1008374326918373377']",1.0,1
1292,"['1008370459531005952', '1008370688623857664']",10.0,4
1293,"['1008369952162762753', '1008370171453591552']",1.0,1
1294,"['1008369182742900737', '1008370199882584066']",1.0,1
1295,"['1008361984453238784', '1008364112554942466']",36.0,6
1296,"['1008373362719166464', '1008374025050042369']",10.0,4
1297,"['1008366623575638019', '1008371976417759232']",25.0,5
1298,"['1008371026173014017', '1008374657630789632']",1.0,1
1299,"['1008371301378076672', '1008371432097746945']",1.0,1
1300,"['1008370420356132868', '1008371435822252032']",1.0,1
1301,"['1008366110788341760', '1008371448098979847']",1.0,1
1302,"['1008362904083673089', '1008371452746268672']",1.0,1
1303,"['1008369471537348609', '1008371207958228993']",1.0,1
1304,"['1008369957812539393', '1008370435547856897']",1.0,1
1305,"['1008368906732523520', '1008370431911452675']",1.0,1
1306,"['1008364742841458689', '1008369481738006528']",1.0,1
1307,"['1008368018160840704', '1008369486351740933']",1.0,1
1308,"['1008371154065580033', '1008373022095364096']",1.0,1
1309,"['1008368766676283392', '1008369350934499328']",35.0,23
1310,"['1008365609053237248', '1008369357582487552']",1.0,1
1311,"['1008367272870760448', '1008369372765851649']",1.0,1
1312,"['1008368683201323010', '1008372929615351808']",1.0,1
1313,"['1008370383043559424', '1008370899651825665']",1.0,1
1314,"['1008372753517314048', '1008373815796256768']",1.0,1
1315,"['1008368556407492608', '1008369730019823616']",4.0,2
1316,"['1008370170513981442', '1008372054314414085']",1.0,1
1317,"['1008373854358659072', '1008377056541970437']",1.0,1
1318,"['1008375226273497089', '1008377078075527168']",1.0,1
1319,"['1008371123677954048', '1008371345514729478']",1.0,1
1320,"['1008369442907189251', '1008369948387893248']",1.0,1
1321,"['1008369074345308161', '1008369950040477696']",1.0,1
1322,"['1008369486439878658', '1008369957409869825']",1.0,1
1323,"['1008368627807150081', '1008369963386601472']",1.0,1
1324,"['1008371755403137026', '1008372156672151553']",1.0,1
1325,"['1008371111296421889', '1008372158794551297']",1.0,1
1326,"['1008371866287951872', '1008372166868467712']",1.0,1
1327,"['1008363147844046853', '1008363465327685632']",9.0,3
1328,"['1008368588653256704', '1008370986528501766']",1.0,1
1329,"['1008369742695092225', '1008371005750960129']",1.0,1
1330,"['1008374070210154496', '1008375222528028672']",64.0,8
1331,"['1008374676257755136', '1008376671827824641']",1.0,1
1332,"['1008373790928134147', '1008375647180226562']",680.0,3707852
1333,"['1008374830469668866', '1008375669477306368']",1.0,1
1334,"['1008365217997381633', '1008376864426033153']",1.0,1
1335,"['1008376806066544640', '1008377379738259457']",1.0,1
1336,"['1008375546865168384', '1008376443024396288']",9.0,3
1337,"['1008374070210154496', '1008375222528028672']",64.0,8
1338,"['1008369620963610624', '1008374142612074496']",1.0,1
1339,"['1008373714403123200', '1008374944961630209']",1.0,1
1340,"['1008374678895845376', '1008374953882710017']",1.0,1
1341,"['1008374642095075328', '1008375095029649410']",9.0,3
1342,"['1008374070210154496', '1008375222528028672']",64.0,8
1343,"['1008373807772524544', '1008374747393089536']",1.0,1
1344,"['1008370805888245761', '1008374754368278535']",1.0,1
1345,"['1008368146829303808', '1008374742867369985']",1.0,1
1346,"['1008372824661200896', '1008376050307485697']",1.0,1
1347,"['1008366933077626880', '1008375032198914050']",4.0,2
1348,"['1008363764750733312', '1008372803417137152']",9.0,3
1349,"['1008375412697780225', '1008376059421712385']",1.0,1
1350,"['1008375173505011713', '1008375874943705088']",1.0,1
1351,"['1008357858818383872', '1008365661834350592']",81.0,9
1352,"['1008371602852057088', '1008372209449041920']",9.0,3
1353,"['1008376353933201409', '1008376580064858115']",1.0,1
1354,"['1008371716186345474', '1008376582845730821']",1.0,1
1355,"['1008375399729057792', '1008376979429711872']",44.0,13
1356,"['1008373167965003777', '1008374837088325632']",1.0,1
1357,"['1008377615516913669', '1008377686107082752']",1.0,1
1358,"['1008376755634212864', '1008376756686991361']",1.0,1
1359,"['1008372467944034304', '1008376770892976128']",1.0,1
1360,"['1008366623575638019', '1008371976417759232']",25.0,5
1361,"['1008363959219605510', '1008376172076568576']",1.0,1
1362,"['1008373357862146049', '1008375159437307904']",1.0,1
1363,"['1008376357984747521', '1008377488370589698']",1.0,1
1364,"['1008374070210154496', '1008375222528028672']",64.0,8
1365,"['1008378046724751360', '1008378186659520512']",1.0,1
1366,"['1008377336192851971', '1008378187099729921']",1.0,1
1367,"['1008376897271750663', '1008379096315908097']",1.0,1
1368,"['1008375403147296769', '1008377863249149952']",4.0,2
1369,"['1008376432282742786', '1008377878483034112']",1.0,1
1370,"['1008377164184604676', '1008377886741590018']",1.0,1
1371,"['1008376240087228418', '1008377891648933888']",1.0,1
1372,"['1008373640918982656', '1008375554993676291']",1.0,1
1373,"['1008378030086123520', '1008378899447930880']",1.0,1
1374,"['1008375403147296769', '1008377863249149952']",4.0,2
1375,"['1008375609700110336', '1008377627588034565']",70.0,8
1376,"['1008378294134280199', '1008378978657275905']",1.0,1
1377,"['1008374269368242176', '1008378982847242240']",1.0,1
1378,"['1008376469926612992', '1008378096653864966']",1.0,1
1379,"['1008377858765590529', '1008378798012878849']",1.0,1
1380,"['1008377718377996289', '1008378398710861824']",9.0,3
1381,"['1008375546865168384', '1008376443024396288']",9.0,3
1382,"['1008375550723874816', '1008376251864657925']",1.0,1
1383,"['1008374607013924870', '1008376259683016712']",1.0,1
1384,"['1008376978884481025', '1008377987237138432']",1.0,1
1385,"['1008377373459443712', '1008377992828071936']",1.0,1
1386,"['1008377056013553664', '1008377995503992836']",1.0,1
1387,"['1008376549534560256', '1008378585722191872']",1.0,1
1388,"['1008374415241940993', '1008377770290892802']",1.0,1
1389,"['1008358115799109632', '1008358848900616192']",25.0,5
1390,"['1008377099521089536', '1008377788485816322']",1.0,1
1391,"['1008372778284863493', '1008377789685395456']",1.0,1
1392,"['1008377595501711360', '1008377790738124800']",35.0,23
1393,"['1008364046922407937', '1008379301329113088']",4.0,2
1394,"['1008378047450484736', '1008379309977989121']",1.0,1
1395,"['1008374561547710464', '1008379626815492096']",1.0,1
1396,"['1008376318969311237', '1008379636110114816']",1.0,1
1397,"['1008371472300158976', '1008379327405322240']",1.0,1
1398,"['1008372661909688322', '1008379343825850369']",1.0,1
1399,"['1008377833067106305', '1008379554728202240']",1.0,1
1400,"['1008380041896583168', '1008380106681839617']",4.0,2
1401,"['1008375508244094977', '1008378303764451328']",10.0,3
1402,"['1008363147844046853', '1008363465327685632']",9.0,3
1403,"['1008377601033949186', '1008379431088517121']",1.0,1
1404,"['1008377623574188034', '1008378854203887616']",25.0,5
1405,"['1008375953980964865', '1008379447735566337']",35.0,23
1406,"['1008375614317965314', '1008379764799950848']",1.0,1
1407,"['1008378252971278336', '1008379854750806016']",1.0,1
1408,"['1008380194804166657', '1008381510448238592']",4.0,3
1409,"['1008380363121577985', '1008381546963849216']",1.0,1
1410,"['1008380760259252224', '1008380999258890241']",4.0,2
1411,"['1008379136308629505', '1008381016166273026']",9.0,3
1412,"['1008377707170877441', '1008378269161410560']",1.0,1
1413,"['1008377798883495936', '1008378278175002625']",4.0,2
1414,"['1008362704971714560', '1008378297976270848']",1.0,1
1415,"['1008374642095075328', '1008375095029649410']",9.0,3
1416,"['1008379419659063302', '1008380661487595520']",4.0,2
1417,"['1008377623574188034', '1008378854203887616']",25.0,5
1418,"['1008379788891844608', '1008380210184482816']",4.0,2
1419,"['1008377623574188034', '1008378854203887616']",25.0,5
1420,"['1008380160960319496', '1008382457928912896']",4.0,2
1421,"['1008379133783617536', '1008380896368611328']",1.0,1
1422,"['1008378512124698624', '1008380905151295488']",1.0,1
1423,"['1008375933416493056', '1008379956404027392']",1.0,1
1424,"['1008376037657505792', '1008377804000460800']",4.0,2
1425,"['1008381092896870400', '1008381653914411009']",1.0,1
1426,"['1008380367458459648', '1008381655352999937']",1.0,1
1427,"['1008380194804166657', '1008381510448238592']",4.0,3
1428,"['1008374976456679424', '1008380533775138816']",1.0,1
1429,"['1008380424542973959', '1008380552637042689']",1.0,1
1430,"['1008380470697000961', '1008381783845560320']",4.0,2
1431,"['1008380408512307200', '1008381821971763205']",1.0,1
1432,"['1008379801265213441', '1008381126501597184']",4.0,2
1433,"['1008380710347071488', '1008381133539692544']",1.0,1
1434,"['1008381455574163458', '1008381920638586880']",4.0,2
1435,"['1008381904301805568', '1008381945225646080']",1.0,1
1436,"['1008379258929078272', '1008380301121413120']",4.0,2
1437,"['1008377421027004416', '1008378315072266240']",49.0,7
1438,"['1008378937267900417', '1008380310210347008']",20.0,9
1439,"['1008380189645078528', '1008381390784749568']",1.0,1
1440,"['1008380682094170112', '1008381395805360128']",1.0,1
1441,"['1008379892872957953', '1008381422774685696']",4.0,2
1442,"['1008380605204254720', '1008381424980971521']",4.0,2
1443,"['1008382009155227648', '1008382190823059461']",1.0,1
1444,"['1008378607973097473', '1008380779783708672']",1.0,1
1445,"['1008380123828146182', '1008380781784453120']",1.0,1
1446,"['1008374652673167362', '1008380782329688070']",1.0,1
1447,"['1008376524800712704', '1008380783193706496']",1.0,1
1448,"['1008375505417056256', '1008382682328436738']",1.0,1
1449,"['1008381778443292673', '1008382690188562433']",1.0,1
1450,"['1008380074943541248', '1008382694382800896']",20.0,9
1451,"['1008381145246027776', '1008382697838927872']",4.0,2
1452,"['1008375476140716033', '1008382049390956544']",10.0,4
1453,"['1008380115057770496', '1008382073885863940']",4.0,2
1454,"['1008379261667938305', '1008382084073828352']",4.0,2
1455,"['1008379476252733441', '1008382363162894337']",10.0,4
1456,"['1008382767489527808', '1008383324161761281']",64.0,8
1457,"['1008382776662372352', '1008383338971738112']",20.0,9
1458,"['1008366816345952257', '1008383349919047680']",1.0,1
1459,"['1008382521736716288', '1008383230938996736']",10.0,4
1460,"['1008382767489527808', '1008383324161761281']",64.0,8
1461,"['1008381103479185409', '1008382562501193728']",56.0,65
1462,"['1008381421017354240', '1008382567865729024']",1.0,1
1463,"['1008382559527624706', '1008382573775589391']",1.0,1
1464,"['1008361601429204992', '1008371828371288065']",4.0,2
1465,"['1008366623575638019', '1008371976417759232']",25.0,5
1466,"['1008382521959174145', '1008383135317479426']",1.0,1
