,root,virality,volume
1949,"['1008385189985378306', '1008385575420772352']",36.0,6
1950,"['1008383719395209216', '1008386224929886208']",1.0,1
1951,"['1008384579189735424', '1008386323256938496']",1.0,1
1952,"['1008385401139146753', '1008385404599504897']",1.0,1
1953,"['1008379237819133952', '1008385406969237505']",1.0,1
1954,"['1008385076768452608', '1008385410312081413']",1.0,1
1955,"['1008383958416023553', '1008385412316921857']",1.0,1
1956,"['1008382514250043394', '1008385414636466178']",1.0,1
1957,"['1008379310430998528', '1008383542458572801']",4.0,2
1958,"['1008373155906244608', '1008383542626267137']",1.0,1
1959,"['1008386114489585665', '1008386443537014784']",1.0,1
1960,"['1008384917275803653', '1008386444971274240']",1.0,1
1961,"['1008363182245621761', '1008386448511455232']",1.0,1
1962,"['1008375647541039106', '1008386452181409792']",10.0,4
1963,"['1008385189985378306', '1008385575420772352']",36.0,6
1964,"['1008382203569377280', '1008386531256516609']",4.0,2
1965,"['1008383903286128640', '1008386542715457536']",1.0,1
1966,"['1008386285663326208', '1008386558179897345']",1.0,1
1967,"['1008387503169122306', '1008387636061450241']",49.0,7
1968,"['1008369701930651648', '1008387941469650946']",1.0,1
1969,"['1008381828015652865', '1008384818600554498']",1.0,1
1970,"['1008357858818383872', '1008365661834350592']",81.0,9
1971,"['1008379976322863105', '1008383655771885568']",16.0,4
1972,"['1008374074668716032', '1008384362981838848']",1.0,1
1973,"['1008386789122461696', '1008387174180556800']",1.0,1
1974,"['1008376554274086912', '1008387199405117440']",1.0,1
1975,"['1008388175482404864', '1008389501280968704']",1.0,1
1976,"['1008389263656771586', '1008389526971080704']",1.0,1
1977,"['1008385361993764864', '1008385780618874885']",1.0,1
1978,"['1008386096789577728', '1008386416043352066']",4.0,2
1979,"['1008386348234018816', '1008386854050304001']",1.0,1
1980,"['1008381611568697345', '1008386862296326144']",1.0,1
1981,"['1008384049319219202', '1008386867505623040']",1.0,1
1982,"['1008383997444001796', '1008386022797860864']",9.0,3
1983,"['1008375882728263680', '1008388033182396416']",1.0,1
1984,"['1008387661768347648', '1008388033668792320']",4.0,2
1985,"['1008383233187373056', '1008385896075464704']",1.0,1
1986,"['1008384458033115138', '1008387498903556096']",9.0,3
1987,"['1008385920788324352', '1008386003797729280']",1.0,1
1988,"['1008387823441993729', '1008388117093634048']",1.0,1
1989,"['1008384807909326848', '1008388131090063360']",1.0,1
1990,"['1008381865198096384', '1008388131542798337']",1.0,1
1991,"['1008387837912285184', '1008388134982356992']",1.0,1
1992,"['1008384277690626049', '1008385549483290625']",1.0,1
1993,"['1008386222845317120', '1008386629734748162']",1.0,1
1994,"['1008387136154931200', '1008388453267116033']",1.0,1
1995,"['1008387661768347648', '1008388033668792320']",4.0,2
1996,"['1008384458033115138', '1008387498903556096']",9.0,3
1997,"['1008386665067548674', '1008387137383878656']",4.0,2
1998,"['1008385282801102848', '1008387099022757888']",4.0,2
1999,"['1008383138958135296', '1008384535480946688']",4.0,2
2000,"['1008383254687375362', '1008385669230727169']",4.0,2
2001,"['1008389881503117312', '1008390377852801024']",4.0,2
2002,"['1008389218744307714', '1008390380696559616']",1.0,1
2003,"['1008387925808119808', '1008390278846218240']",1.0,1
2004,"['1008387751845285888', '1008390283548127233']",1.0,1
2005,"['1008374070210154496', '1008375222528028672']",64.0,8
2006,"['1008381145246027776', '1008382697838927872']",4.0,2
2007,"['1008366332323221505', '1008388255736389633']",1.0,1
2008,"['1008387853716516869', '1008388257787334656']",1.0,1
2009,"['1008389000879656966', '1008389393789476864']",10.0,4
2010,"['1008388069039304704', '1008389396880506880']",1.0,1
2011,"['1008388771186868224', '1008389397878894592']",1.0,1
2012,"['1008388977081143296', '1008389401070759941']",1.0,1
2013,"['1008389220757581824', '1008389404904345601']",1.0,1
2014,"['1008363103183130624', '1008389218735939584']",1.0,1
2015,"['1008374205132562432', '1008388297004023810']",4.0,2
2016,"['1008386907259133953', '1008387803976044544']",4.0,2
2017,"['1008379331167612929', '1008388689419034624']",1.0,1
2018,"['1008387044211679233', '1008388347964903424']",1.0,1
2019,"['1008387503169122306', '1008387636061450241']",49.0,7
2020,"['1008382817150136320', '1008388363504799747']",4.0,2
2021,"['1008387718571675648', '1008389569006395392']",10.0,3
2022,"['1008389392229109761', '1008389607245930498']",1.0,1
2023,"['1008385528759275520', '1008389608416202753']",1.0,1
2024,"['1008387455538655232', '1008389267079475201']",4.0,2
2025,"['1008387723210706945', '1008389305604112385']",1.0,1
2026,"['1008385999305625600', '1008389306547884034']",1.0,1
2027,"['1008389127811633152', '1008389310716866563']",1.0,1
2028,"['1008385392268234753', '1008390165918834690']",1.0,1
2029,"['1008386758495604738', '1008388872424828930']",1.0,1
2030,"['1008379882101989376', '1008388881199353856']",1.0,1
2031,"['1008387708593549312', '1008388768842297350']",10.0,4
2032,"['1008387646975107072', '1008388781811134464']",1.0,1
2033,"['1008386957972529153', '1008388780578017280']",1.0,1
2034,"['1008386235805548544', '1008388790304378880']",1.0,1
2035,"['1008387746069704705', '1008388791030173699']",1.0,1
2036,"['1008382590825451520', '1008388792707899393']",1.0,1
2037,"['1008373206019969024', '1008388573962428417']",1.0,1
2038,"['1008387806136274945', '1008388582481022976']",1.0,1
2039,"['1008389456062222337', '1008389805594603520']",1.0,1
2040,"['1008388212392431617', '1008389829518770176']",1.0,1
2041,"['1008389994044624897', '1008390477400469504']",4.0,2
2042,"['1008388420744433664', '1008388628719038465']",81.0,9
2043,"['1008374137327214596', '1008390483108696064']",4.0,2
2044,"['1008389330501451776', '1008390498162130944']",4.0,2
2045,"['1008390147035951106', '1008390499214848000']",1.0,1
2046,"['1008389208921333761', '1008390584103587840']",1.0,1
2047,"['1008389372079681536', '1008390585999417344']",1.0,1
2048,"['1008368476526956545', '1008391518808354816']",1.0,1
2049,"['1008391091526295553', '1008391519580061697']",1.0,1
2050,"['1008380435246661632', '1008391205757988864']",1.0,1
2051,"['1008384902553882624', '1008390114995777537']",4.0,2
2052,"['1008389240428867589', '1008390126513242112']",1.0,1
2053,"['1008388284928622592', '1008390133526212615']",1.0,1
2054,"['1008389742705238016', '1008390143148023808']",1.0,1
2055,"['1008389922405998592', '1008390143328350208']",1.0,1
2056,"['1008390249486020608', '1008391437317074946']",1.0,1
2057,"['1008390571491315713', '1008390992549089280']",1.0,1
2058,"['1008389359224217602', '1008390093076353024']",4.0,2
2059,"['1008390533033680896', '1008391012572639233']",1.0,1
2060,"['1008390541329993728', '1008391018125910016']",1.0,1
2061,"['1008383531427475456', '1008391024710955013']",4.0,2
2062,"['1008363542104432642', '1008391301367304192']",1.0,1
2063,"['1008390352703754240', '1008390696523485189']",1.0,1
2064,"['1008390079109386240', '1008390709098045441']",1.0,1
2065,"['1008387168102944768', '1008390786138943488']",1.0,1
2066,"['1008390172705280000', '1008390797123866624']",1.0,1
2067,"['1008384489469501441', '1008389082769231876']",1.0,1
2068,"['1008389577822703617', '1008390016995942400']",4.0,2
2069,"['1008380061668474886', '1008390023073402882']",4.0,2
2070,"['1008389510802092034', '1008391811465994240']",1.0,1
2071,"['1008384088783417344', '1008391824803803137']",1.0,1
2072,"['1008368140538048513', '1008391908740169728']",1.0,1
2073,"['1008380240257839111', '1008391937563426816']",1.0,1
2074,"['1008388895027990528', '1008391116062851072']",1.0,1
2075,"['1008386358799368192', '1008391117195350016']",1.0,1
2076,"['1008386705924214784', '1008391607119482881']",1.0,1
2077,"['1008391264537137152', '1008391610453852161']",4.0,2
2078,"['1008390923221393409', '1008391623007490049']",1.0,1
2079,"['1008366683118034945', '1008392030265987074']",1.0,1
2080,"['1008391689583628288', '1008392311636623360']",1.0,1
2081,"['1008388434266910720', '1008392335468752897']",1.0,1
2082,"['1008381139021680640', '1008384303959506944']",4.0,2
2083,"['1008375007242747904', '1008389936800784384']",1.0,1
2084,"['1008386654204321792', '1008386877240553472']",25.0,5
2085,"['1008381164548022273', '1008392932083187714']",1.0,1
2086,"['1008388940653563904', '1008392419782676482']",1.0,1
2087,"['1008393830377197569', '1008393833657200640']",1.0,1
2088,"['1008370787080916994', '1008394656042901504']",1.0,1
2089,"['1008394256594108416', '1008394660828631041']",1.0,1
2090,"['1008388993975771137', '1008394660933521408']",1.0,1
2091,"['1008392428699770881', '1008392743289282560']",1.0,1
2092,"['1008358669984194560', '1008393233960001542']",1.0,1
2093,"['1008391372179529728', '1008393443754668032']",1.0,1
2094,"['1008392227540819969', '1008393741512663040']",1.0,1
2095,"['1008391457374433280', '1008393531814285312']",4.0,2
2096,"['1008393195422715904', '1008393532162310144']",1.0,1
2097,"['1008364059119546369', '1008394133092913153']",1.0,1
2098,"['1008391439057899520', '1008394454619828224']",1.0,1
2099,"['1008369250803728384', '1008390415836475392']",1.0,1
2100,"['1008390120670679040', '1008390436816392198']",1.0,1
2101,"['1008386761687478273', '1008390323503017984']",1.0,1
2102,"['1008387669603254272', '1008390185975939073']",1.0,1
2103,"['1008389175794548736', '1008390196117663744']",1.0,1
2104,"['1008389990785544193', '1008390528902180865']",1.0,1
2105,"['1008389577822703617', '1008390016995942400']",4.0,2
2106,"['1008389736648626177', '1008390611219701760']",1.0,1
2107,"['1008389076985135104', '1008390619641757698']",1.0,1
2108,"['1008387863292076033', '1008390633558552576']",1.0,1
2109,"['1008389842345058304', '1008390634569457669']",1.0,1
2110,"['1008389526849490950', '1008390639157903361']",1.0,1
2111,"['1008373454146420741', '1008391841333403648']",1.0,1
2112,"['1008390334043377665', '1008390926950129664']",1.0,1
2113,"['1008388859216965632', '1008390937456889858']",1.0,1
2114,"['1008391243074818052', '1008391647204380674']",1.0,1
2115,"['1008357291832193024', '1008391669572513793']",1.0,1
2116,"['1008390506961829891', '1008391233616666625']",1.0,1
2117,"['1008390377592717318', '1008390823048867841']",1.0,1
2118,"['1008390774881284096', '1008391443780534272']",1.0,1
2119,"['1008383531427475456', '1008391024710955013']",4.0,2
2120,"['1008391139605598208', '1008391448105013248']",1.0,1
2121,"['1008390912068804608', '1008391036211810308']",1.0,1
2122,"['1008391081136939009', '1008391342957965312']",1.0,1
2123,"['1008391334271561728', '1008391346057547776']",1.0,1
2124,"['1008389466568953861', '1008390723992018950']",1.0,1
2125,"['1008390490050519041', '1008390728245014529']",1.0,1
2126,"['1008380763618906112', '1008392051048812544']",1.0,1
2127,"['1008383576080084992', '1008391950687440897']",1.0,1
2128,"['1008360820865028096', '1008392344851214336']",1.0,1
2129,"['1008393070457556993', '1008394476212154370']",1.0,1
2130,"['1008384049684078594', '1008394488266543105']",1.0,1
2131,"['1008383948878118912', '1008391138330497029']",1.0,1
2132,"['1008386188422479872', '1008391157846380544']",1.0,1
2133,"['1008389968304246789', '1008392974160494592']",1.0,1
2134,"['1008380596844924931', '1008392865255391233']",1.0,1
2135,"['1008392395547926531', '1008392881382584322']",1.0,1
2136,"['1008391883918336000', '1008393993116356608']",1.0,1
2137,"['1008393599896182786', '1008394576954978304']",1.0,1
2138,"['1008376050018078722', '1008392571398295556']",1.0,1
2139,"['1008392315638046721', '1008393565813329920']",1.0,1
2140,"['1008387503169122306', '1008387636061450241']",49.0,7
2141,"['1008386267732725760', '1008387252601413632']",4.0,2
2142,"['1008361197584781312', '1008361443312336897']",56.0,24
2143,"['1008389560097824768', '1008390342985515013']",1.0,1
2144,"['1008391492409454592', '1008391875265552386']",4.0,2
2145,"['1008391239463587840', '1008391883301769217']",1.0,1
2146,"['1008391711909924865', '1008391887802134528']",1.0,1
2147,"['1008387376895455235', '1008390233170370562']",1.0,1
2148,"['1008389510038618112', '1008390240224964609']",1.0,1
2149,"['1008389819003793409', '1008390253084905472']",1.0,1
2150,"['1008387597884968964', '1008391572944285696']",1.0,1
2151,"['1008387414644015104', '1008391585883570176']",1.0,1
2152,"['1008391457374433280', '1008393531814285312']",4.0,2
2153,"['1008388420744433664', '1008388628719038465']",81.0,9
2154,"['1008387350605565952', '1008390668719476736']",1.0,1
2155,"['1008390242162888704', '1008390543095861248']",1.0,1
2156,"['1008387660446986241', '1008390552713216000']",4.0,2
2157,"['1008387824880582656', '1008390555041193984']",1.0,1
2158,"['1008359364053405696', '1008391476546621441']",1.0,1
2159,"['1008390680014655488', '1008391480413704192']",1.0,1
2160,"['1008386654204321792', '1008386877240553472']",25.0,5
2161,"['1008357858818383872', '1008365661834350592']",81.0,9
2162,"['1008384902553882624', '1008390114995777537']",4.0,2
2163,"['1008390496148967424', '1008390877331542016']",1.0,1
2164,"['1008390419514716160', '1008391080029519872']",1.0,1
2165,"['1008387127183396870', '1008391394770243586']",1.0,1
2166,"['1008394163996504064', '1008394500853514241']",1.0,1
2167,"['1008391194722828288', '1008391272971882496']",1.0,1
2168,"['1008389859654950912', '1008391296925491204']",1.0,1
2169,"['1008390458932973569', '1008390759517687809']",1.0,1
2170,"['1008390404776058887', '1008390765339279360']",1.0,1
2171,"['1008383951415767043', '1008391774237323268']",1.0,1
2172,"['1008391492409454592', '1008391875265552386']",4.0,2
2173,"['1008391273055772673', '1008391795624042498']",1.0,1
2174,"['1008392933698097153', '1008394702083842048']",1.0,1
2175,"['1008376982172774400', '1008392076508229632']",1.0,1
2176,"['1008387991755284480', '1008392088118013952']",1.0,1
2177,"['1008391366160932865', '1008393404118654976']",1.0,1
2178,"['1008394215150190592', '1008394216710590465']",1.0,1
2179,"['1008388420744433664', '1008388628719038465']",81.0,9
2180,"['1008364205270069248', '1008391181728931840']",1.0,1
2181,"['1008393669760692230', '1008393711636635649']",1.0,1
2182,"['1008388420744433664', '1008388628719038465']",81.0,9
2183,"['1008389584864997381', '1008392298567045120']",1.0,1
2184,"['1008365032667734016', '1008392302807564288']",1.0,1
2185,"['1008392990665138176', '1008392995123662849']",1.0,1
2186,"['1008391368371265536', '1008393012055977984']",1.0,1
2187,"['1008369750924292097', '1008392500451725312']",1.0,1
2188,"['1008360048312176640', '1008394631434915844']",1.0,1
2189,"['1008379565734014977', '1008394107104956418']",1.0,1
